what,kind,bundleId,bundleVersion,description,time
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 2 AgendaEAR",1299178971641
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=2 2 AgendaEAR",1299178971643
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299178971964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299178973401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299178981696
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1299178981720
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299178982157
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1299178982199
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299178982501
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299178992568
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299179011433
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1299179013739
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.publish",1299179015118
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 1 AgendaEAR",1299179015133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179015616
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 2 AgendaEAR",1299179019758
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=2 2 AgendaEAR",1299179019760
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179019965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179020561
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179051874
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1299179062002
opened,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1299179062423
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1299179062903
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1299179078335
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1299179079552
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179113767
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179171869
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299179172268
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299179178955
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1299179179295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299179183257
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299179191837
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1299179195198
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299179197188
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299179200794
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1299179201678
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.publish",1299179202871
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 1 AgendaEAR",1299179202879
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179203406
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 2 AgendaEAR",1299179208043
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=2 2 AgendaEAR",1299179208045
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179208268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179215720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179241666
activated,editor,org.eclipse.wst.css.ui,1.0.502.v201101122002,"org.eclipse.wst.css.core.csssource.source",1299179245993
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299179266879
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179270495
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179276429
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1299179277234
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.publish",1299179278145
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 1 AgendaEAR",1299179278161
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179278621
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 2 AgendaEAR",1299179282399
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=2 2 AgendaEAR",1299179282400
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179282587
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179283054
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179307481
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1299179352656
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179367702
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179373349
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.cut",1299179384069
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1299179386721
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1299179394261
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1299179397787
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1299179400233
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1299179409496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179410324
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179411489
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.publish",1299179411657
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 1 AgendaEAR",1299179411703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179412160
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=0 2 AgendaEAR",1299179416046
error,log,,,"GlassFish: publishModule kind= 1  deltaKind=2 2 AgendaEAR",1299179416048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299179416269
