what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1299172539439
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299172544688
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299172546810
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.launchShortcut.run",1299172546966
started,bundle,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser",1299172547223
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1299172548389
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1299172548435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299172567488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299172593083
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299172597503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299172610716
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299172729772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173499769
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173499943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173519595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173522228
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173524347
activated,editor,org.eclipse.wst.html.ui,1.0.504.v201101122108,"org.eclipse.wst.html.core.htmlsource.source",1299173534138
closed,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1299173534138
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173535949
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173700541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1299173709326
